drug_id,drug_name
D00616,Diltiazem hydrochloride; Cardizem; Cartia XT; Dilacor XR; Dilt-CD
D00617,Nicardipine hydrochloride; Cardene
D00618,Nisoldipine; Sular
D00619,Verapamil hydrochloride; Calan; Covera-hs; Vasolan; Verelan
D00620,Benazepril hydrochloride; Lotensin
D00621,Enalapril maleate; Renivace; Vasotec
D00622,Fosinopril sodium; Monopril
D00623,Moexipril hydrochloride; Univasc
D00624,Perindopril erbumine; Aceon
D00625,Miglitol; Glyset
D00626,Candesartan cilexetil; Atacand
D00627,Telmisartan; Micardis
D00628,Secalciferol; Osteo D
D00629,Nitrendipine; Baypress
D00630,Isosorbide mononitrate; Imdur; Ismo
D00631,Bepridil hydrochloride; Bepridil hydrochloride hydrate; Vascor
D00632,Dobutamine hydrochloride; Dobutrex
D00633,Dopamine hydrochloride; Actopamin; Intropin
D00634,Bisoprolol fumarate; Zebeta
D00635,Metoprolol succinate; Toprol XL
D00636,Amiodarone hydrochloride; Ancaron; Cordarone; Nexterone
D00637,Disopyramide phosphate; Norpace
D00638,Flecainide acetate; Tambocor
D00639,Mexiletine hydrochloride; Mexitil
D00640,Propafenone hydrochloride; Rythmol
D00641,Quinfamide; Amenide
D00642,Quinidine gluconate; Quinaglute
D00643,Quinidine polygalacturonate; Cardioquin
D00644,Esmolol hydrochloride; Brevibloc
D00645,Bretylium tosylate; Bretylium tosilate; Bretylol
D00646,Tolterodine
D00647,Dofetilide; Tikosyn
D00648,Ibutilide fumarate; Corvert
D00649,Amiloride hydrochloride; Midamor
D00650,Bendroflumethiazide; Naturetin
D00651,Benzthiazide; Exna
D00652,Brinzolamide; Azopt
D00653,Dorzolamide hydrochloride; Trusopt
D00654,Hydroflumethiazide; Saluron
D00655,Methazolamide; Neptazane
D00656,Methyclothiazide; Enduron
D00657,Polythiazide; Renese
D00658,Trichlormethiazide; Naqua
D00659,Azelastine hydrochloride; Astelin
D00660,Tazobactam
D00661,Cevimeline hydrochloride; Cevimeline hydrochloride hydrate; Evoxac; Saligren
D00662,Azatadine maleate; Optimine
D00663,Brompheniramine maleate; Dimetane
D00664,Cetirizine hydrochloride; Zyrtec
D00665,Chlorpheniramine maleate; Chlor-trimeton; Teldrin
D00666,Clemastine fumarate; Tavist
D00667,Demecarium bromide; Humorsol
D00668,Dexchlorpheniramine maleate; d-Chlorpheniramine maleate; Mylaramine; Polaramine
D00669,Diphenhydramine hydrochloride; Benadryl
D00670,Donepezil hydrochloride; Aricept
D00671,Fexofenadine hydrochloride; Allegra
D00672,Hydroxyzine hydrochloride; Hydroxyzine dihydrochloride; Atarax; Vistaril
D00673,Ranitidine hydrochloride; Zantac
D00674,Naratriptan hydrochloride; Amerge
D00675,Rizatriptan benzoate; Maxalt
D00676,Sumatriptan succinate; Alsuma; Imitrex; Sumave dosepro; Zecutity
D00677,Granisetron hydrochloride; Kytril
D00678,Ondansetron hydrochloride hydrate; Ondansetron hydrochloride; Zofran
D00679,Ergotamine tartrate; Ergomar
D00680,Methylergonovine maleate; Methylergometrine maleate; Methergine
D00681,Methysergide maleate; Sansert
D00682,Carboprost tromethamine; Hemabate
D00683,Albuterol sulfate; Salbutamol sulfate; Accuneb; Proventil; Ventolin
D00684,Bitolterol mesylate; Bitolterol mesilate; Tornalate
D00685,Metaproterenol sulfate; Orciprenaline sulfate; Alupent
D00686,Pirbuterol acetate; Maxair
D00687,Salmeterol xinafoate; Serevent
D00688,Terbutaline sulfate; Brethine
D00689,Beclomethasone dipropionate; Beclometasone dipropionate; Beclovent; Qnasl; Vanceril
D00690,Mometasone furoate; Asmanex; Elocon
D00691,Dyphylline; Diprophylline; Lufyllin
D00693,Chlordiazepoxide hydrochloride; Librium
D00694,Clorazepate dipotassium; Tranxene
D00695,Flurazepam hydrochloride; Flurazepam dihydrochloride; Dalmane
D00696,Midazolam hydrochloride; Versed
D00697,Flumazenil; Romazicon
D00698,Aprobarbital; Alurate
D00699,Butabarbital sodium; Secbutabarbital sodium; Butabarb; Butisol sodium
D00700,Mephobarbital; Methylphenobarbital; Mebaral
D00701,Phenobarbital sodium; Luminal sodium
D00702,Buspirone hydrochloride; Buspar
D00703,Ethinamate; Valmid
D00704,Ethchlorvynol; Placidyl
D00705,Paraldehyde; Paral
D00706,Zolpidem tartrate; Ambien; Intermezzo
D00707,Fomepizole; Antizol
D00708,Ethotoin; Accenon; Peganone
D00709,Levetiracetam; Keppra; E keppra
D00710,Valproate sodium; Sodium valproate; Depakene; Selenica
D00711,Ketamine hydrochloride; Ketalar
D00712,Methohexital sodium; Brevital sodium
D00713,Thiamylal sodium; Surital
D00714,Thiopental sodium; Pentothal
D00715,Methscopolamine bromide; Hyoscine methobromide; Pamine
D00716,Clidinium bromide; Quarzan
D00717,Dicyclomine hydrochloride; Dicycloverine hydrochloride; Bentyl; Urispas
D00718,Flavoxate hydrochloride; Urispas
D00719,Hyoscyamine sulfate; Hyoscyamine sulfate dihydrate; Egacene
D00720,Mepenzolate bromide; Cantil
D00721,Methanthelinium bromide; Methantheline bromide; Banthine
D00722,Oxybutynin chloride; Oxybutynin hydrochloride; Ditropan; Gelnique
D00723,Tridihexethyl chloride; Pathilon
D00724,Rabeprazole sodium; Aciphex; Pariet
D00725,Dolasetron mesylate; Anzemet
D00726,Metoclopramide; Elieten; Terperan
D00727,Olsalazine sodium; Dipentum
D00728,Bismuth subsalicylate; Pepto-bismol
D00729,Loperamide hydrochloride; Imodium
D00730,Butamben; 4-Aminobenzoic acid butyl; Butesin
D00731,"Magnesium hydroxide; Magnesia,; Milmag; Mint-o-mag"
D00732,Chloroprocaine hydrochloride; Clorotekal; Iheezo; Nesacaine
D00733,Dibucaine; Cinchocaine; Nupercaine
D00734,Ursodiol; Ursodeoxycholic acid; Actigall; Urso
D00735,Dyclonine hydrochloride; Dyclone; Dyclopro
D00736,Trientine hydrochloride; Trientine dihydrochloride; Syprine
D00737,Etidocaine hydrochloride; Duranest
D00738,Mepivacaine hydrochloride; Carbocaine; Polocaine; Scandonest plain
D00739,Pramoxine hydrochloride; Pramocaine hydrochloride; Tronothane
D00740,Procaine hydrochloride; Novocain
D00741,Tetracaine hydrochloride; Protocaine hydrochloride
D00742,Etanercept; Etanercept; Etanercept [Etanercept biosimilar 1]; Etanercept [Etanercept biosimilar 2]; Enbrel
D00743,Naphazoline hydrochloride; Albalon; Vasocon
D00744,Pemoline; Cylert
D00745,Interferon alfa-2a; Interferon alfa-2a; Roferon A
D00746,Interferon beta-1b; Interferon beta-1b; Betaseron; Extavia
D00747,Interferon gamma-1b; Actimmune
D00748,Aldesleukin; Interleukin-2; Proleukin
D00749,Leflunomide; Arava
D00750,Levamisole hydrochloride; Ergamisol
D00751,Methylprednisolone sodium succinate; A-methapred; Solu-medrol
D00752,Mycophenolate mofetil; Cellcept
D00753,Sirolimus; Rapamune; Rapamycin
D00754,Thalidomide; Thalomid; Thaled
D00755,Phenyramidol hydrochloride; Fenyramidol hydrochloride
D00756,Tetrahydrozoline nitrate; Narbel
D00757,Xylometazoline hydrochloride; Neo-Synephrine II
D00758,Atracurium besylate; Atracurium besilate; Tracrium
D00759,Cisatracurium besylate; Cisatracurium besilate; Nimbex
D00760,Doxacurium chloride; Nuromax
D00761,Metocurine iodide; Metubine iodide
D00762,Metyrosine; Metirosine; Demser
D00763,Mivacurium chloride; Mivacron
D00764,Pipecuronium bromide; Arduan
D00765,Rocuronium bromide; Zemuron
D00766,Succinylcholine chloride; Suxamethonium chloride; Anectine; Quelicin
D00767,Vecuronium bromide; Norcuron
D00768,Carisoprodol; Soma
D00769,Clopidogrel bisulfate; Clopidogrel sulfate; Clopidogrel sulfate tablets; Clopidogrel hydrogen sulphate; Isocover; Plavix
D00770,Chlorphenesin carbamate; Maolate
D00771,Chlorzoxazone; Paraflex
D00772,Cyclobenzaprine hydrochloride; Flexeril
D00773,Metaxalone; Skelaxin
D00774,Orphenadrine citrate; Norflex
D00775,Riluzole; Rilutek
D00776,Tizanidine hydrochloride; Zanaflex
D00777,Amantadine hydrochloride; Symmetrel; Gocovri; Osmolex er
D00778,Benztropine mesylate; Benztropine mesilate; Cogentin
D00779,Biperiden; Akineton
D00780,Bromocriptine mesylate; Bromocriptine mesilate; Parlodel
D00781,Entacapone; Comtan
D00782,Procyclidine hydrochloride; Kemadrin
D00783,Botulinum toxin type A; Botox; Dysport
D00784,Ropinirole hydrochloride; Requip
D00785,Selegiline hydrochloride; Eldepryl
D00786,Tolcapone; Tasmar
D00787,Trihexyphenidyl hydrochloride; Artane
D00788,Acetophenazine maleate; Tindal
D00789,Chlorpromazine hydrochloride; Sonazine
D00790,Chlorprothixene; Taractan
D00791,Fluphenazine hydrochloride; Prolixin
D00792,Fluphenazine enanthate; Prolixin enanthate
D00793,Fluphenazine decanoate; Prolixin decanoate
D00794,Loxapine succinate; Loxitane
D00795,Mesoridazine besylate; Serentil
D00796,Molindone hydrochloride; Moban
D00797,Promazine hydrochloride; Sparine
D00798,Thioridazine hydrochloride; Mellaril
D00799,Trifluoperazine hydrochloride; Stelazine
D00800,Triflupromazine hydrochloride; Vesprin
D00801,Lithium carbonate; Eskalith; Lithobid
D00802,Bithionol; Bithin
D00803,Diethylcarbamazine citrate; Hetrazan
D00804,Ivermectin; Sklice; Soolantra; Stromectol
D00805,Metrifonate; Trichlorfon
D00806,Oxantel pamoate; Telopar
D00807,Piperazine; Vermizine
D00808,Suramin hexasodium; Bayer 205
D00809,Amitriptyline hydrochloride; Elavil
D00810,Choline salicylate; Arthropan
D00811,Clomipramine hydrochloride; Anafranil
D00812,Desipramine hydrochloride; Norpramin
D00813,Ketorolac tromethamine; Acular; Toradol
D00814,Doxepin hydrochloride; Sinequan; Zonalon
D00815,Imipramine hydrochloride; Tofranil
D00816,Nortriptyline hydrochloride; Pamelor
D00817,Bupropion hydrochloride; Wellbutrin; Zyban
D00818,Maprotiline hydrochloride; Ludiomil
D00819,Nefazodone hydrochloride; Serzone
D00820,Trazodone hydrochloride; Desyrel
D00821,Venlafaxine hydrochloride; Effexor
D00822,Citalopram hydrobromide; Celexa
D00823,Fluoxetine hydrochloride; Prozac; Sarafem
D00824,Fluvoxamine maleate; Luvox
D00825,Sertraline hydrochloride; Zoloft
D00826,Tranylcypromine sulfate; Parnate
D00827,Magnesium salicylate; Magnesium salicylate tetrahydrate; Magan
D00828,Dehydroemetine; Mebadin
D00829,Eflornithine hydrochloride; Vaniqa
D00830,Furazolidone; Furoxone
D00831,Mefloquine hydrochloride; Lariam
D00832,Melarsoprol; Mel B
D00833,Nifurtimox; Lampit
D00834,Pentamidine isethionate; Pentamidine isetionate; Pentam 300
D00835,Alfentanil hydrochloride; Alfenta
D00836,Buprenorphine hydrochloride; Buprenex
D00837,Butorphanol tartrate; Stadol
D00838,Dezocine; Dalgan
D00839,Hydromorphone hydrochloride; Dilaudid; Exalgo; Palladone
D00840,Levomethadyl acetate hydrochloride; Orlaam
D00841,Levorphanol tartrate; Levorphanol tartrate dihydrate; Levo-dromoran
D00842,Morphine sulfate; Morphine sulfate hydrate; Morphine sulfate pentahydrate; Astramor PH; Avinza; Depodur; Kadian; MS contin
D00843,Nalbuphine hydrochloride; Nubain
D00844,Oxymorphone hydrochloride; Numorphan; Opana
D00845,Sufentanil citrate; Dsuvia; Sufenta
D00846,Hydrocodone bitartrate and acetaminophen; Hydrocodone bitartrate and paracetamol; Vicodin
D00847,Oxycodone hydrochloride; Oxecta; Oxycontin; Roxicodone
D00848,Dextromethorphan hydrobromide; Dextromethorphan hydrobromide hydrate; Benylin DM
D00849,Methacycline hydrochloride; Rondomycin
D00850,Minocycline hydrochloride; Arestin; Dynacin; Minocin; Solodyn
D00851,Erythromycin estolate; Erythromycin estorate; Ilosone
D00852,Quinupristin
D00853,Dalfopristin
D00854,Quinupristin and dalfopristin; Synercid
D00855,Methenamine hippurate; Hiprex; Urex
D00856,Methenamine mandelate; Hexamine mandelate; Mandelamine
D00857,Benzalkonium chloride; Zephiran chloride
D00858,Chlorhexidine gluconate; Hibiclens; Peridex; Periogard
D00859,Hexachlorophene; Phisohex
D00860,Iodine-potassium iodide; Lugol's solution
D00861,Mercurochrome; Merbromin; Mercurochrome
D00862,Nitrofurazone; Nitrofural; Furacin
D00863,Povidone-iodine; Betadine
D00864,Thimerosal; Thiomersal; Merthiolate
D00865,Amikacin sulfate; Amikin
D00866,Kanamycin sulfate; Kanamycin monosulfate; Kantrex
D00867,Netilmicin sulfate; Netromycin
D00868,Paromomycin sulfate; Humatin
D00869,Spectinomycin hydrochloride; Spectinomycin hydrochloride hydrate; Trobicin
D00870,Sulfamethizole; Thiosulfil
D00871,Sulfacetamide sodium; Bleph; Cetamide; Klaron
D00872,Cinoxacin; Cinobac
D00873,Lomefloxacin hydrochloride; Maxaquin
D00874,Moxifloxacin hydrochloride; Avelox; Vigamox
D00875,Aminosalicylate sodium; Parasal sodium
D00877,Cycloserine; Seromycin
D00878,Ethambutol hydrochloride; Myambutol
D00879,Rifapentine; Priftin
D00880,Butoconazole nitrate; Femstat; Gynazole-1
D00881,Econazole nitrate; Ecoza; Spectazole
D00882,Miconazole nitrate; Micatin; Monistat
D00883,Naftifine hydrochloride; Naftin
D00884,Natamycin; Pimaricin; Natacyn
D00885,Oxiconazole nitrate; Oxistat
D00886,Sulconazole nitrate; Exelderm
D00887,Atorvastatin calcium anhydorous; Lipitor
D00888,Terconazole; Terazol 3
D00889,Cerivastatin sodium; Baycol
D00890,Tioconazole; Vagistat-1
D00891,Abacavir sulfate; Ziagen
D00892,Fluvastatin sodium; Lescol
D00893,Pravastatin sodium; CS-514; Pravachol
D00894,Amprenavir; Agenerase
D00895,Delavirdine mesylate; Delavirdine mesilate; Rescriptor
D00896,Efavirenz; Sustiva
D00897,Indinavir sulfate; Crixivan
D00898,Dienestrol; DV
D00899,Nelfinavir mesylate; Nelfinavir mesilate; Viracept
D00900,Oseltamivir phosphate; Tamiflu; Ebilfumin
D00901,Rimantadine hydrochloride; Flumadine
D00902,Zanamivir; Relenza
D00903,Diclofenac potassium; Cambia; Cataflam; Zipsor
D00904,Diclofenac sodium; Solaraze; Voltaren
D00905,Cefazolin sodium; Ancef
D00906,Cephalexin; Cephalexin monohydrate; Cefalexin; Keftab; Panixine disperdose
D00907,Cephalothin sodium; Cefalotin sodium; Keflin
D00908,Cephapirin sodium; Cefapirin sodium; Cefadyl
D00909,Cefamandole nafate; Mandol
D00910,Cefmetazole
D00911,Cefmetazole sodium; Zefazone
D00912,Cefonicid sodium; Monocid
D00913,Cefoxitin sodium; Mefoxin
D00914,Cefuroxime axetil; Ceftin
D00915,Cefuroxime sodium; Zinacef
D00916,Loracarbef; Loracarbef monohydrate; Lorabid
D00917,Cefdinir; Cefzon; Omnicef
D00918,Cefoperazone sodium; Cefobid
D00919,Cefotaxime sodium; Claforan
D00920,Cefpodoxime proxetil; Vantin
D00921,Ceftazidime; Ceftazidime hydrate; Ceftazidime pentahydrate; Fortaz; Tazicef
D00922,Ceftibuten
D00923,Ceftizoxime sodium; Cefizox; Epocelin
D00924,Ceftriaxone sodium; Ceftriaxone sodium hydrate; Rocephin
D00925,Fosfomycin tromethamine; Monurol
D00926,Vancomycin hydrochloride; Vancoled; Vancocin
D00927,Bacampicillin hydrochloride; Spectrobid
D00928,Nafcillin sodium; Nafcillin sodium monohydrate; Unipen
D00929,Oxacillin sodium; Oxacillin sodium hydrate; Bactocill
D00930,Paricalcitol; Zemplar
D00931,Calcium acetate; Phoslo
D00932,"Calcium carbonate; Precipitated calcium carbonate; Calcium carbonate, precipitated; Cal-sup"
D00933,Calcium citrate; Calcium citrate tetrahydrate; Citracal
D00934,Calcium gluceptate; Calcium glucoheptonate; Calcium gluceptate
D00935,Calcium gluconate
D00936,Calcium lactate; Prequist powder
D00937,"Calcium phosphate, dihydrate, dibasic; Dibasic calcium phosphate hydrate; Dibasic calcium phosphate; Calster"
D00938,Tricalcium phosphate; Posture
D00939,Alendronate sodium; Alendronate sodium hydrate; Binosto; Fosamax
D00940,Gallium nitrate; Ganite
D00941,Pamidronate disodium; Pamidronate disodium hydrate; Pamidronate disodium pentahydrate; Aredia
D00942,Risedronate sodium; Actonel
D00943,Sodium fluoride; Fluorinse
D00944,Metformin hydrochloride; Glucophage
D00945,Pioglitazone hydrochloride; Actos
D00946,Diethylstilbestrol diphosphate; Fosfestrol; Stilphostrol
D00947,Linezolid; Zyvox
D00948,Estropipate; Piperazine estrone sulfate; Ogen
D00949,Hydroxyprogesterone caproate; Delalutin; Hylutin; Makena
D00950,Levonorgestrel; Mirena; Norplant; Skyla
D00951,Medroxyprogesterone acetate; Depo-provera; Depo-subq provera 104; Provera
D00952,Megestrol acetate; Megace
D00953,Norethindrone acetate; Norethisterone acetate; Aygestin
D00954,Norgestrel; Ovrette
D00955,Nandrolone decanoate; Deca-durabolin
D00956,Nandrolone phenpropionate; Nandrolone phenylpropionate; Durabolin
D00957,Testosterone cypionate; Depo-testosterone
D00958,Testosterone enanthate; Delatestryl
D00959,Testosterone propionate; Testex
D00960,Anastrozole; Arimidex
D00961,Bicalutamide; Casodex
D00962,Clomiphene citrate; Clomifene citrate; Clomid; Serophene
D00963,Exemestane; Aromasin
D00964,Letrozole; Femara
D00965,Nilutamide; Nilandron
D00966,Tamoxifen citrate; Nolvadex; Soltamox
D00967,Toremifene citrate; Fareston
D00968,Fenoprofen calcium; Nalfon
D00969,Meloxicam; Mobic
D00970,Naproxen sodium; Anaprox
D00971,Sodium thiosalicylate; Thiosalicylic acid sodium salt; Rexolate
D00972,Betamethasone sodium phosphate; Celestone
D00973,Cortisone acetate; Cortone acetate
D00974,Deximafen
D00975,Dexamethasone sodium phosphate; Dalalone; Maxidex
D00976,Hydrocortisone cypionate
D00977,Hydrocortisone sodium phosphate; Hydrocortone phosphate
D00978,Hydrocortisone sodium succinate; A-hydrocort; Solu-cortef
D00979,Methylprednisolone acetate; Depo-medrol
D00980,Prednisolone acetate; Econopred; Pred forte
D00981,Prednisolone sodium phosphate; Pediapred
D00982,Prednisolone tebutate; Hydeltra-TBA
D00983,Triamcinolone acetonide; Azmacort; Kenalog; Nasacort
D00984,Triamcinolone diacetate; Aristocort
D00985,Triamcinolone hexacetonide; Aristospan
D00986,Fludrocortisone acetate; Florinef acetate
D00987,Cabergoline; Cabaser; Dostinex
D00988,Gonadorelin hydrochloride; Factrel
D00989,Leuprolide acetate; Leuprorelin acetate; Lupron; Lutrate; Eligard; Fensolvi
D00990,Nafarelin acetate; Nafarelin acetate hydrate; Synarel
D00991,Aurothioglucose; Solganal
D00992,Gold sodium thiomalate; Sodium aurothiomalate; Myochrysine
D00993,Meclofenoxate
D00994,Edrophonium chloride; Enlon; Tensilon
D00995,Neostigmine bromide; Vagostigmin
D00996,Epinephrine hydrochloride; Adrenalin chloride
D00997,Tolazoline hydrochloride; Priscoline
D00998,Neostigmine methylsulfate; Bloxiverz; Prostigmin
D00999,Acetylcholine chloride; Miochol
D01000,Bethanechol chloride; Urecholine
D01001,Ambenonium chloride; Mytelase
D01002,Cyclopentolate hydrochloride; Cyclogyl
D01003,Hexocyclium metilsulfate; Hexocyclium methyl sulfate; Tral
D01004,Homatropine hydrobromide; Isopto homatropine
D01005,Isopropamide iodide; Darbid
D01006,Oxyphencyclimine hydrochloride; Daricon
D01007,Propiverine hydrochloride; Bup-4; Mictonorm
D01008,Apraclonidine hydrochloride; Iopidine
D01009,Doxercalciferol; Hectorol
D01010,Levothyroxine sodium; Levothyroxine sodium hydrate; Levothroid; Levoxyl; Synthroid
D01011,Liothyronine sodium; Cytomel; Triostat
D01012,Dried thyroid; Thyradin
D01013,Diatrizoate sodium; Sodium amidotrizoate; Urovist sodium
D01014,Iopanoic acid; Telepaque
D01015,Ipodate sodium; Sodium iopodate; Oragrafin sodium
D01016,Potassium iodide; Thyroblock
D01017,Dipivefrin hydrochloride; Dipivefrine hydrochloride; Propine
D01018,Mephentermine sulfate; Wyamine sulfate
D01019,Metaraminol bitartrate; Aramine
D01020,Methoxamine hydrochloride; Vasoxyl
D01021,Naphazoline nitrate; Privine
D01022,Oxymetazoline hydrochloride; Ocuclear; Rhfade
D01023,Tetrahydrozoline hydrochloride; Tyzine
D01024,Tamsulosin hydrochloride; Flomax; Harnal
D01025,Levobunolol hydrochloride; Betagan
D01026,Sotalol hydrochloride; Betapace; Sorine
D01027,Hydroxocobalamin; AlphaRedisol; Cyanokit
D01028,Ticlopidine hydrochloride; Ticlid
D01029,Tirofiban hydrochloride; Tirofiban hydrochloride hydrate; Aggrastat
D01030,Saffron; Saffron
D01031,Helenien; Xantofyl palmitate; Adaptinol
D01032,Agar; Powdered agar; Agar
D01033,Tragacanth; Powdered tragacanth; Tragacanth
D01034,Trioxsalen; Trioxysalen; Trisoralen
D01035,Cepharanthine; Cepharanthine
D01036,Noscapine; Noscapine
D01037,"1,4-Dimethyl-7-isopropylazulene; Guaiazulene; Azunol"
D01038,Hesperidin
D01039,Thymol; Thymol
D01040,Bergenin
D01041,Sparteine
D01042,Fipronil
D01043,Dimethyl sulfoxide; Rimso-50; Zymso
D01044,Flupentixol; Flupenthixol; Depixol
D01045,Sodium lauryl sulfate
D01046,Gentian violet; Methylrosanilinium chloride; Methylrosaniline chloride; Crystal violet; Genapax
D01047,Sulfathiazole
D01048,Panipenem
D01049,Nimesulide
D01050,Nifuratel; Macmiror
D01051,Spiperone; Spiropitan
D01052,Cefozopran; SCE 2787
D01053,Penicillin G potassium; Benzylpenicillin potassium; Pfizerpen
D01054,Cefluprenam; E 1077
D01055,Emivirine; Coactinon
D01056,Benzbromarone; Uroleap
D01057,Biapenem; Omegacin
D01058,Lenapenem hydrochloride hydrate; BO 2727
D01059,Nimustine hydrochloride; Nidran
